CISP;mes;vano;mes_ano;area_cisp;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;encontro_cadaver;encontro_ossada;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_bicicleta;outros_roubos;furto_veiculos;furto_bicicleta;outros_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;recuperacao_veiculos;cump_mandado_prisao;ameaca;pessoas_desaparecidas;hom_por_interv_policial;armas_apreendidas;prisoes;grp;apf_cmp;apreensoes;gaai;aaapai_cmba;registro_ocorrencias;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;fase
40;5;2007;2007m5;7,7;9;2;Rio de Janeiro;3304557;Capital;4;0;1;6;32;2;0;34;0;0;4;1;55;20;87;16;0;0;6;1;;20;14;;68;0;0;0;10;10;41;2;33;4;3;8;15;;;2;;;492;0;0;8;109;55;3
41;5;2007;2007m5;18,8;18;2;Rio de Janeiro;3304557;Capital;4;0;0;2;45;0;0;28;0;0;7;3;40;1;70;9;0;0;11;1;;16;43;;154;0;3;0;21;1;16;3;58;5;0;2;3;;;0;;;602;0;0;4;90;40;3
43;5;2007;2007m5;155,2;39;2;Rio de Janeiro;3304557;Capital;4;0;0;0;55;6;2;30;0;0;2;3;5;0;7;4;0;0;1;0;;3;12;;26;0;0;0;7;0;9;3;30;2;0;1;2;;;0;;;228;0;0;4;12;5;3
44;5;2007;2007m5;9,7;3;1;Rio de Janeiro;3304557;Capital;4;0;1;8;34;0;2;45;2;0;5;0;115;26;111;34;0;0;12;0;;68;11;;85;0;0;0;9;4;48;1;20;6;2;4;3;;;0;;;666;0;0;7;157;115;3
48;5;2007;2007m5;283,8;24;3;Seropédica;3305554;Baixada Fluminense;3;0;0;6;24;1;0;19;0;0;2;2;8;0;4;2;0;0;2;0;;3;0;;51;0;0;0;2;8;6;6;35;1;0;4;0;;;0;;;203;0;0;3;8;8;3
50;5;2007;2007m5;274,3;24;3;Itaguaí;3302007;Baixada Fluminense;9;0;0;6;53;0;0;20;0;0;11;2;9;0;19;0;0;0;3;0;;11;23;;53;0;0;0;12;11;13;13;29;0;0;9;29;;;9;;;331;0;0;9;22;9;3
51;5;2007;2007m5;179,7;24;3;Paracambi;3303609;Baixada Fluminense;2;0;0;0;31;0;0;4;0;0;0;0;1;1;0;0;0;0;0;0;;1;4;;20;0;0;0;3;1;0;1;20;2;0;1;0;;;0;;;103;0;0;2;0;1;3
52;5;2007;2007m5;40,7;20;3;Nova Iguaçu;3303500;Baixada Fluminense;0;0;0;3;91;4;1;64;0;0;7;0;73;5;130;21;0;0;13;0;;22;68;;190;0;0;0;46;2;21;25;97;2;0;13;0;;;0;;;1004;0;0;0;164;73;3
53;5;2007;2007m5;33,9;20;3;Mesquita;3302858;Baixada Fluminense;5;0;0;7;78;1;3;27;0;0;3;5;9;0;61;2;0;0;20;0;;15;13;;62;0;0;0;9;8;23;1;61;3;2;6;0;;;0;;;463;0;0;7;83;9;3
54;5;2007;2007m5;77,8;40;3;Belford Roxo;3300456;Baixada Fluminense;10;0;0;7;126;10;0;43;0;0;3;0;41;1;85;17;0;0;7;0;;19;37;;106;0;1;0;37;7;48;17;130;6;1;34;72;;;21;;;851;0;0;11;109;41;3
55;5;2007;2007m5;75,7;24;3;Queimados;3304144;Baixada Fluminense;7;0;0;3;63;4;1;13;1;0;2;0;4;0;17;0;0;0;1;0;;6;5;;69;0;0;0;7;3;8;4;43;4;0;3;0;;;0;;;310;0;0;7;18;4;3
56;5;2007;2007m5;117,2;20;3;Nova Iguaçu;3303500;Baixada Fluminense;6;0;1;3;47;4;3;35;0;0;4;0;35;1;29;10;0;0;2;0;;7;10;;37;0;0;0;3;5;15;8;46;9;4;9;10;;;1;;;345;0;0;11;41;35;3
57;5;2007;2007m5;18,6;20;3;Nilópolis;3303203;Baixada Fluminense;1;0;0;3;34;4;0;27;0;0;2;1;47;2;101;7;0;1;18;0;;13;27;;102;0;1;0;16;2;35;2;36;4;1;3;9;;;1;;;535;0;0;2;126;47;3
58;5;2007;2007m5;349,3;20;3;Nova Iguaçu;3303500;Baixada Fluminense;11;0;0;13;115;4;3;38;4;1;3;3;49;0;44;6;0;0;9;0;;9;24;;58;0;1;0;12;3;33;12;112;9;1;15;33;;;3;;;631;0;0;12;59;49;3
59;5;2007;2007m5;40,8;15;3;Duque de Caxias;3301702;Baixada Fluminense;13;0;1;2;226;16;10;73;1;0;9;4;112;18;253;47;0;0;53;0;;41;75;;254;0;1;0;66;14;103;21;194;12;6;51;0;;;0;;;1878;0;0;20;353;112;3
60;5;2007;2007m5;100,3;15;3;Duque de Caxias;3301702;Baixada Fluminense;11;0;0;0;65;6;9;48;0;0;3;1;48;3;42;10;0;0;2;0;;19;20;;83;0;0;0;13;3;38;6;64;10;3;25;0;;;0;;;596;0;0;14;54;48;3
61;5;2007;2007m5;256,4;15;3;Duque de Caxias;3301702;Baixada Fluminense;3;0;0;0;10;2;0;17;1;0;1;1;4;1;5;1;0;0;2;0;;1;1;;10;0;1;0;0;1;5;5;13;1;0;4;10;;;0;;;95;0;0;3;8;4;3
62;5;2007;2007m5;70,1;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;1;58;7;1;8;1;0;3;1;16;1;30;16;0;0;1;0;;9;2;;33;0;0;0;8;22;25;5;33;3;8;54;52;;;24;;;312;0;0;12;47;16;3
63;5;2007;2007m5;81,9;24;3;Japeri;3302270;Baixada Fluminense;6;0;0;5;27;3;0;11;0;0;0;0;0;0;2;0;0;0;0;0;;0;1;;23;0;0;0;2;9;1;8;20;2;0;0;3;;;0;;;138;0;0;6;2;0;3
64;5;2007;2007m5;35,2;21;3;São João de Meriti;3305109;Baixada Fluminense;14;0;0;9;196;7;2;59;0;0;7;3;90;6;128;22;0;0;9;1;;46;44;;149;0;2;0;40;7;84;16;148;10;2;31;0;;;0;;;1179;0;0;16;159;90;3
65;5;2007;2007m5;579,8;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;2;0;0;3;46;5;4;23;0;0;2;1;4;0;11;0;0;0;0;0;;2;7;;74;0;0;0;5;7;10;4;35;1;0;27;0;;;0;;;300;0;0;2;11;4;3
66;5;2007;2007m5;169,4;34;3;Magé;3302502;Baixada Fluminense;4;0;0;4;44;2;4;26;1;0;1;1;5;0;16;2;0;0;0;0;;3;7;;51;0;0;0;2;4;5;7;27;0;0;0;6;;;0;;;243;0;0;4;18;5;3
71;5;2007;2007m5;575,9;35;4;"Itaboraí;Tanguá";9999983;Interior;17;0;0;4;75;5;6;46;0;0;6;4;21;7;54;27;0;0;2;0;;15;12;;97;0;0;0;18;8;12;9;59;10;2;6;14;;;1;;;533;0;0;19;83;21;3
72;5;2007;2007m5;67,3;7;4;São Gonçalo;3304904;Grande Niterói;9;0;0;8;90;4;3;43;0;0;11;1;35;17;87;10;0;0;8;0;;19;27;;83;0;1;0;26;5;32;10;130;13;0;8;0;;;0;;;787;0;0;9;105;35;3
73;5;2007;2007m5;17,1;7;4;São Gonçalo;3304904;Grande Niterói;10;1;0;4;51;1;7;19;0;0;7;1;27;0;53;6;0;0;6;0;;4;13;;61;0;1;0;9;6;44;9;66;7;0;2;11;;;0;;;479;0;0;11;65;27;3
74;5;2007;2007m5;56,5;7;4;São Gonçalo;3304904;Grande Niterói;9;0;0;5;98;4;4;34;0;0;9;2;34;3;152;36;0;0;9;0;;15;29;;162;0;0;0;22;16;37;12;74;3;2;25;55;;;19;;;832;0;0;11;197;34;3
75;5;2007;2007m5;106,9;7;4;São Gonçalo;3304904;Grande Niterói;10;0;0;2;35;1;2;26;0;0;5;2;14;2;13;10;0;0;0;0;;3;6;;46;0;2;0;15;1;10;0;38;5;0;3;0;;;0;;;300;0;0;10;23;14;3
76;5;2007;2007m5;9,4;12;4;Niterói;3303302;Grande Niterói;4;0;0;1;46;2;3;39;0;0;5;1;20;4;86;58;0;0;17;0;;17;35;;232;0;2;0;48;3;16;3;43;2;0;0;0;;;0;;;832;0;0;4;161;20;3
77;5;2007;2007m5;7,5;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;41;4;1;34;2;0;9;0;22;1;45;48;0;0;22;1;;16;79;;159;0;0;0;38;3;5;2;29;1;0;2;10;;;1;;;616;0;0;0;115;22;3
78;5;2007;2007m5;18,9;12;4;Niterói;3303302;Grande Niterói;5;0;0;4;40;6;5;25;0;0;1;4;27;2;39;15;0;0;2;0;;7;22;;69;0;1;0;7;16;31;15;50;1;0;9;35;;;5;;;443;0;0;5;56;27;3
79;5;2007;2007m5;33;12;4;Niterói;3303302;Grande Niterói;2;0;0;0;30;2;1;19;0;0;1;2;14;0;16;7;0;0;2;0;;4;12;;58;0;1;0;8;0;11;1;34;4;0;0;1;;;0;;;218;0;0;2;25;14;3
81;5;2007;2007m5;64,6;12;4;Niterói;3303302;Grande Niterói;1;0;0;3;49;0;0;22;0;0;0;2;13;0;12;1;0;0;2;1;;6;7;;114;0;1;0;35;9;2;3;41;2;0;9;0;;;0;;;388;0;0;1;15;13;3
82;5;2007;2007m5;362,6;12;4;Maricá;3302700;Grande Niterói;2;0;0;2;38;1;2;17;0;0;4;3;7;0;2;3;0;0;0;0;;2;9;;75;0;0;0;10;5;5;13;36;3;1;6;6;;;2;;;300;0;0;3;5;7;3
88;5;2007;2007m5;579;10;5;Barra do Pirai;3300308;Interior;1;0;0;0;36;1;7;18;2;0;1;0;0;1;2;3;0;0;0;0;;1;3;;37;0;1;0;5;17;3;8;24;8;0;2;0;;;0;;;212;0;0;1;5;0;3
89;5;2007;2007m5;1095,2;37;5;Resende;3304201;Interior;3;0;0;7;41;2;7;12;0;0;6;0;1;1;23;2;1;0;2;0;;1;12;;142;0;0;0;17;10;4;7;34;3;0;15;15;;;2;;;394;0;0;3;27;1;3
90;5;2007;2007m5;547,2;28;5;Barra Mansa;3300407;Interior;1;0;0;4;47;4;1;25;0;0;5;0;5;0;5;0;0;0;0;0;;4;7;;81;0;1;0;10;6;4;10;54;1;0;15;12;;;2;;;325;0;0;1;5;5;3
91;5;2007;2007m5;1304,8;10;5;Valença;3306107;Interior;1;0;0;0;49;5;1;11;0;0;0;0;0;0;2;0;0;0;1;0;;1;0;;50;0;0;0;6;10;0;4;32;1;0;1;0;;;0;;;206;0;0;1;3;0;3
92;5;2007;2007m5;478,3;10;5;Rio das Flores;3304508;Interior;0;0;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;3;0;0;0;0;1;0;1;8;0;0;1;4;;;1;;;26;0;0;0;0;0;3
93;5;2007;2007m5;182,5;28;5;Volta Redonda;3306305;Interior;4;0;0;6;113;6;1;64;0;0;7;3;5;1;20;1;0;0;0;0;;3;44;;155;0;0;0;29;14;8;13;105;3;0;13;14;;;4;;;670;0;0;4;21;5;3
94;5;2007;2007m5;505,4;10;5;Piraí;3304003;Interior;3;0;0;0;12;0;1;8;1;0;0;1;0;2;0;0;0;0;0;0;;1;0;;22;0;0;0;1;1;3;3;8;0;0;1;4;;;0;;;74;0;0;3;0;0;3
95;5;2007;2007m5;538,1;10;5;Vassouras;3306206;Interior;0;0;0;0;27;0;3;16;0;0;0;0;4;2;2;0;0;0;0;0;;0;2;;33;0;0;0;3;3;2;2;20;0;0;1;0;;;0;;;135;0;0;0;2;4;3
96;5;2007;2007m5;608;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;2;0;0;0;12;0;2;9;0;0;0;2;0;0;0;0;0;0;0;0;;1;2;;45;0;0;0;3;2;0;2;17;1;0;8;12;;;2;;;112;0;0;2;0;0;3
97;5;2007;2007m5;97;10;5;Mendes;3302809;Interior;0;0;0;0;11;0;1;3;1;0;0;0;0;0;1;1;0;0;0;0;;0;0;;13;0;0;0;2;2;0;1;8;0;0;0;0;;;0;;;46;0;0;0;2;0;3
98;5;2007;2007m5;132,9;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;;7;0;0;0;1;1;1;0;5;0;0;4;0;;;0;;;34;0;0;0;0;0;3
99;5;2007;2007m5;245,1;37;5;Itatiaia;3302254;Interior;1;0;1;2;15;1;1;5;0;0;3;0;0;0;2;0;0;0;0;0;;1;0;;46;0;1;0;0;5;1;9;8;1;0;2;7;;;0;;;123;0;0;2;2;0;3
100;5;2007;2007m5;336,8;28;5;"Porto Real;Quatis";9999992;Interior;0;0;0;2;11;1;0;2;0;0;0;4;0;2;2;0;0;0;0;0;;1;1;;17;0;0;0;0;2;0;5;8;4;0;2;6;;;1;;;77;0;0;0;2;0;3
101;5;2007;2007m5;76,5;10;5;Pinheiral;3303955;Interior;1;0;0;0;6;3;0;9;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;;13;0;1;0;1;1;3;1;6;0;0;0;5;;;0;;;58;0;0;1;1;0;3
104;5;2007;2007m5;220,4;30;7;São José do Vale do Rio Preto;3305158;Interior;0;0;0;0;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;;0;2;;10;0;0;0;1;0;2;0;7;0;0;0;0;;;0;;;41;0;0;0;0;0;3
105;5;2007;2007m5;314,7;26;7;Petrópolis;3303906;Interior;1;0;0;2;47;9;2;31;0;0;2;4;2;1;22;2;0;0;2;0;;3;7;;144;0;0;0;30;8;3;11;41;3;0;13;20;;;1;;;448;0;0;1;26;2;3
106;5;2007;2007m5;481,1;26;7;Petrópolis;3303906;Interior;1;0;0;1;11;1;1;8;0;0;1;0;1;0;1;0;0;0;0;0;;0;3;;34;0;0;0;5;2;1;10;14;1;0;1;3;;;0;;;131;0;0;1;1;1;3
107;5;2007;2007m5;580,5;38;7;Paraíba do Sul;3303708;Interior;0;0;0;0;12;2;1;10;0;0;0;0;0;1;0;0;0;0;0;0;;1;1;;19;0;0;0;3;4;1;10;10;0;0;3;0;;;0;;;91;0;0;0;0;0;3
108;5;2007;2007m5;543,9;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;1;0;0;2;44;1;1;9;1;0;1;1;0;0;2;0;0;0;1;0;;1;5;;60;0;0;0;3;12;5;15;36;2;0;3;11;;;0;;;228;0;0;1;3;0;3
109;5;2007;2007m5;541,7;38;7;Sapucaia;3305406;Interior;0;0;0;0;1;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;;1;0;;10;0;0;0;3;0;1;2;5;0;0;0;0;;;0;;;43;0;0;0;0;2;3
110;5;2007;2007m5;770,6;30;7;Teresópolis;3305802;Interior;3;0;0;1;67;0;2;31;0;0;1;1;3;1;8;0;0;0;0;0;;7;18;;90;0;2;0;17;21;4;16;52;2;1;13;0;;;0;;;420;0;0;4;8;3;3
111;5;2007;2007m5;395,5;11;7;Sumidouro;3305703;Interior;0;0;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;;4;0;0;0;0;0;0;1;1;0;0;0;0;;;0;;;20;0;0;0;0;0;3
112;5;2007;2007m5;321,9;11;7;Carmo;3301207;Interior;0;0;0;2;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;0;0;;4;0;0;0;0;0;0;1;3;1;0;0;1;;;0;;;31;0;0;0;0;0;3
118;5;2007;2007m5;638;25;4;Araruama;3300209;Interior;7;0;0;3;38;1;1;53;0;0;0;1;3;0;2;0;0;0;0;0;;6;6;;102;0;1;0;9;3;2;11;36;3;0;10;0;;;0;;;309;0;0;7;2;3;3
119;5;2007;2007m5;456,5;35;4;Rio Bonito;3304300;Interior;4;0;0;0;9;0;4;23;0;0;0;1;4;1;6;5;0;0;0;0;;1;2;;18;0;1;0;5;5;3;4;15;0;0;3;0;;;0;;;122;0;0;4;11;4;3
120;5;2007;2007m5;937,5;35;4;Silva Jardim;3305604;Interior;1;0;0;0;3;1;2;11;1;0;0;1;2;2;0;0;0;0;0;0;;0;0;;16;0;1;0;2;1;3;0;7;0;0;1;0;;;0;;;50;0;0;1;0;2;3
121;5;2007;2007m5;460,8;32;6;Casimiro de Abreu;3301306;Interior;1;0;0;1;21;1;3;13;0;0;1;1;2;3;0;0;0;0;0;0;;0;1;;20;0;0;0;2;1;1;2;11;2;0;7;8;;;1;;;94;0;0;1;0;2;3
122;5;2007;2007m5;347,3;32;6;Conceição de Macabú;3301405;Interior;1;0;2;9;25;3;13;16;1;0;1;0;0;2;1;0;0;0;0;0;;2;3;;31;0;0;0;8;4;2;3;20;1;0;4;5;;;1;;;171;0;0;3;1;0;3
123;5;2007;2007m5;2237,8;32;6;"Macaé;Quissamã;Carapebus";9999984;Interior;13;0;0;4;72;7;8;64;1;0;9;4;8;2;56;5;0;0;1;0;;8;41;;161;0;1;0;40;12;18;10;81;5;1;11;0;;;0;;;711;0;0;14;62;8;3
124;5;2007;2007m5;353,6;25;4;Saquarema;3305505;Interior;5;0;0;0;15;0;1;23;2;0;0;0;1;0;2;0;0;0;0;0;;1;3;;42;0;1;0;3;1;3;5;15;1;0;6;6;;;0;;;151;0;0;5;2;1;3
125;5;2007;2007m5;332,8;25;4;São Pedro da Aldeia;3305208;Interior;5;0;0;2;34;0;0;38;0;0;0;0;4;2;7;0;0;0;0;0;;0;6;;57;0;0;6;9;2;12;6;31;1;0;1;13;;;3;;;230;0;0;5;7;4;3
126;5;2007;2007m5;570,7;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;16;0;0;3;101;3;1;48;0;0;7;2;8;0;23;1;0;0;2;0;;7;24;;113;0;0;0;23;11;15;7;88;2;1;5;0;;;0;;;649;0;0;17;26;8;3
127;5;2007;2007m5;70,3;25;4;Armação dos Búzios;3300233;Interior;6;0;0;3;14;2;2;19;1;1;1;0;1;1;4;1;0;0;1;0;;5;7;;63;0;0;0;8;11;1;3;22;0;0;7;8;;;2;;;200;0;0;6;6;1;3
128;5;2007;2007m5;229;32;6;Rio das Ostras;3304524;Interior;2;0;0;4;44;0;0;29;0;0;3;0;1;0;5;1;0;0;1;0;;1;10;;106;0;0;0;63;2;7;2;43;4;0;7;0;;;0;;;384;0;0;2;7;1;3
129;5;2007;2007m5;51,9;25;4;Iguaba Grande;3301876;Interior;1;0;0;1;8;1;0;7;0;0;0;0;2;0;0;0;0;0;0;0;;0;2;;25;0;0;0;1;2;1;4;2;0;0;0;1;;;0;;;68;0;0;1;0;2;3
134;5;2007;2007m5;2665;8;6;Campos dos Goytacazes;3301009;Interior;3;0;0;5;85;7;5;65;1;0;5;1;1;2;45;2;0;0;5;0;;3;38;;217;0;2;0;23;31;7;13;71;5;0;11;38;;;5;;;797;0;0;3;52;1;3
135;5;2007;2007m5;431,3;36;6;Itaocara;3302106;Interior;1;0;0;0;9;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;11;0;0;0;0;2;0;9;16;0;0;1;2;;;0;;;80;0;0;1;0;0;3
136;5;2007;2007m5;698;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0;0;0;0;15;0;0;16;0;0;1;0;0;0;0;0;0;0;0;0;;1;1;;22;0;0;0;1;3;1;2;14;1;0;5;10;;;0;;;100;0;0;0;0;0;3
137;5;2007;2007m5;304,5;36;6;Miracema;3303005;Interior;0;0;0;2;21;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;;10;0;0;0;0;7;0;4;20;0;0;0;0;;;0;;;79;0;0;0;0;0;3
138;5;2007;2007m5;250;29;6;Laje do Muriaé;3302304;Interior;0;0;0;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;1;0;1;2;0;0;1;1;;;0;;;15;0;0;0;0;0;3
139;5;2007;2007m5;302;29;6;Porciúncula;3304102;Interior;0;0;0;0;14;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;;9;0;0;0;1;3;0;3;2;0;0;0;4;;;1;;;48;0;0;0;0;0;3
140;5;2007;2007m5;576,8;29;6;"Natividade;Varre-Sai";9999997;Interior;0;0;0;0;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;12;0;0;0;1;3;0;0;12;0;0;2;0;;;0;;;51;0;0;0;0;0;3
141;5;2007;2007m5;1031,6;8;6;São Fidélis;3304805;Interior;1;1;0;1;16;1;0;7;0;0;0;0;0;1;1;0;0;0;0;0;;0;0;;23;0;0;0;3;5;1;1;17;0;0;2;7;;;0;;;91;0;0;2;1;0;3
142;5;2007;2007m5;561,7;36;6;Cambuci;3300902;Interior;0;0;0;0;9;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;;6;0;1;0;0;1;0;1;2;0;0;2;2;;;0;;;47;0;0;0;0;0;3
143;5;2007;2007m5;2174,1;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;3;0;0;4;19;1;4;12;1;0;2;3;2;0;3;0;0;0;0;0;;1;6;;57;0;1;0;4;39;5;6;18;2;0;25;24;;;4;;;237;0;0;3;3;2;3
144;5;2007;2007m5;598,8;29;6;Bom Jesus de Itabapoana;3300605;Interior;0;0;0;0;15;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;;27;0;0;0;5;7;1;2;13;0;0;1;5;;;0;;;97;0;0;0;1;0;3
145;5;2007;2007m5;455;8;6;São João da Barra;3305000;Interior;0;0;0;0;11;0;0;9;0;0;1;1;0;0;0;0;0;0;0;0;;0;5;;27;0;0;0;2;1;2;4;4;1;0;1;0;;;0;;;97;0;0;0;0;0;3
146;5;2007;2007m5;1361,7;8;6;Campos dos Goytacazes;3301009;Interior;6;0;2;15;72;3;6;62;0;0;8;1;4;0;15;4;0;0;0;0;;7;3;;48;0;0;0;2;15;6;3;50;4;0;23;25;;;6;;;342;0;0;8;19;4;3
147;5;2007;2007m5;1122,4;8;6;São Francisco de Itabapoana;3304755;Interior;1;0;0;0;19;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;;1;2;;11;0;0;0;3;4;2;2;13;0;0;5;0;;;0;;;98;0;0;1;0;0;3
151;5;2007;2007m5;933,4;11;7;Nova Friburgo;3303401;Interior;3;0;0;2;64;2;1;39;0;1;5;0;5;0;15;2;0;0;0;0;;3;19;;142;0;0;0;10;11;13;4;112;4;0;17;0;;;0;;;538;0;0;3;17;5;3
152;5;2007;2007m5;375,1;11;7;Duas Barras;3301603;Interior;0;0;0;1;5;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;8;0;0;0;0;0;0;1;6;0;0;2;0;;;0;;;38;0;0;0;0;0;3
153;5;2007;2007m5;749,3;11;7;Cantagalo;3301108;Interior;0;0;0;0;13;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;3;;10;0;0;0;0;0;1;2;10;0;0;20;0;;;0;;;44;0;0;0;0;0;3
154;5;2007;2007m5;194,1;11;7;"Cordeiro;Macuco";9999998;Interior;0;0;0;0;8;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;15;0;0;0;1;5;0;1;14;2;0;0;0;;;0;;;62;0;0;0;0;0;3
155;5;2007;2007m5;397,9;36;6;São Sebastião do Alto;3305307;Interior;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;;2;0;0;0;0;1;0;0;0;0;0;0;6;;;0;;;17;0;0;1;0;0;3
156;5;2007;2007m5;814,8;11;7;Santa Maria Madalena;3304607;Interior;1;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;;2;0;0;0;2;0;1;2;4;0;0;0;0;;;0;;;26;0;0;1;0;0;3
157;5;2007;2007m5;589,8;11;7;Trajano de Morais;3305901;Interior;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;2;0;0;0;1;0;1;1;5;0;0;0;0;;;0;;;19;0;0;0;0;0;3
158;5;2007;2007m5;384,6;11;7;Bom Jardim;3300506;Interior;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;;1;0;;4;0;0;0;2;0;1;2;4;0;0;0;0;;;0;;;29;0;0;0;1;0;3
159;5;2007;2007m5;953,8;35;4;Cachoeiras de Macacu;3300803;Interior;3;0;0;0;14;1;0;3;1;0;3;1;0;0;0;0;0;0;0;0;;0;1;;51;0;1;0;2;3;2;2;18;0;0;0;3;;;0;;;147;0;0;3;0;0;3
165;5;2007;2007m5;356,4;33;5;Mangaratiba;3302601;Interior;0;0;0;2;15;1;1;12;0;0;2;0;2;0;0;0;0;0;0;0;;0;6;;26;0;0;0;2;5;3;8;13;0;0;3;2;;;0;;;109;0;0;0;0;2;3
166;5;2007;2007m5;825,1;33;5;Angra dos Reis;3300100;Interior;8;0;0;8;71;1;4;30;1;0;3;1;2;2;4;0;0;0;0;0;;6;9;;104;0;1;0;22;14;8;13;54;2;1;26;0;;;0;;;426;0;0;9;4;2;3
167;5;2007;2007m5;925,1;33;5;Paraty;3303807;Interior;1;0;0;1;9;2;1;3;0;0;2;1;0;0;0;0;0;0;0;0;;1;2;;24;0;1;0;0;5;0;5;14;1;0;5;4;;;1;;;102;0;0;1;0;0;3
168;5;2007;2007m5;837,3;10;5;Rio Claro;3304409;Interior;1;0;1;2;7;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;;1;0;;4;0;0;0;0;1;0;2;4;0;0;5;3;;;0;;;31;0;0;2;0;1;3
1;6;2007;2007m6;3,5;5;1;Rio de Janeiro;3304557;Capital;1;0;1;0;33;0;0;23;0;0;4;1;1;9;94;3;0;0;37;1;;25;4;;293;0;4;0;279;4;4;94;34;2;0;2;0;;;0;;;1280;0;0;2;134;1;3
4;6;2007;2007m6;3,8;5;1;Rio de Janeiro;3304557;Capital;1;0;0;3;27;3;5;59;3;0;2;0;11;4;102;14;0;0;4;0;;18;4;;153;0;1;0;9;32;11;3;27;3;2;9;0;;;0;;;632;0;0;3;120;11;3
5;6;2007;2007m6;3;13;1;Rio de Janeiro;3304557;Capital;0;0;1;1;45;1;0;15;1;0;6;1;10;2;152;6;0;0;24;0;;24;8;;380;0;1;0;46;7;6;21;32;1;0;3;16;;;0;;;944;0;0;1;182;10;3
6;6;2007;2007m6;6;1;1;Rio de Janeiro;3304557;Capital;1;0;0;5;42;2;0;32;0;0;5;0;7;1;39;6;0;0;4;0;;24;6;;73;0;0;0;10;9;22;12;31;4;0;12;45;;;0;;;414;0;0;1;49;7;3
7;6;2007;2007m6;5,2;1;1;Rio de Janeiro;3304557;Capital;3;0;0;0;15;1;0;1;2;0;0;0;12;1;22;6;0;0;1;0;;15;5;;25;0;0;0;3;1;12;0;18;1;0;2;0;;;0;;;154;0;0;3;29;12;3
9;6;2007;2007m6;6,9;2;1;Rio de Janeiro;3304557;Capital;3;0;0;0;42;0;2;36;0;0;5;1;31;1;71;6;0;0;15;1;;35;47;;224;0;0;0;28;6;9;4;31;2;0;9;11;;;0;;;704;0;0;3;92;31;3
10;6;2007;2007m6;8,2;2;1;Rio de Janeiro;3304557;Capital;1;0;1;0;29;1;2;27;2;0;11;3;8;2;64;13;0;0;10;1;;34;42;;229;0;2;0;53;6;10;3;22;5;0;2;11;;;0;;;673;0;0;2;87;8;3
12;6;2007;2007m6;3,2;19;1;Rio de Janeiro;3304557;Capital;0;0;0;3;52;0;0;14;0;0;3;1;4;0;40;7;0;0;10;0;;26;10;;231;0;0;0;36;4;10;9;25;4;0;1;17;;;3;;;588;0;0;0;57;4;3
