CISP;mes;vano;mes_ano;area_cisp;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;encontro_cadaver;encontro_ossada;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_bicicleta;outros_roubos;furto_veiculos;furto_bicicleta;outros_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;recuperacao_veiculos;cump_mandado_prisao;ameaca;pessoas_desaparecidas;hom_por_interv_policial;armas_apreendidas;prisoes;grp;apf_cmp;apreensoes;gaai;aaapai_cmba;registro_ocorrencias;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;fase
13;6;2007;2007m6;1,9;19;1;Rio de Janeiro;3304557;Capital;0;0;0;1;20;0;0;8;0;0;7;0;4;0;45;10;0;0;6;0;;13;4;;159;0;2;0;34;0;3;5;21;2;0;2;9;;;0;;;399;0;0;0;61;4;3
14;6;2007;2007m6;5,2;23;1;Rio de Janeiro;3304557;Capital;1;0;0;0;45;0;1;18;0;0;12;7;7;0;64;9;0;0;5;0;;19;9;;269;0;0;0;38;3;7;6;27;2;3;7;17;;;1;;;618;0;0;4;78;7;3
15;6;2007;2007m6;19,9;23;1;Rio de Janeiro;3304557;Capital;1;0;0;0;33;2;0;41;1;0;3;3;8;1;18;10;0;0;1;0;;6;3;;118;0;0;0;7;3;8;0;26;1;1;4;7;;;1;;;315;0;0;2;29;8;3
16;6;2007;2007m6;175,4;31;2;Rio de Janeiro;3304557;Capital;3;0;0;2;90;1;7;118;0;0;2;6;72;0;72;4;0;0;12;2;;45;35;;346;0;2;1;93;5;27;18;100;8;0;5;16;;;3;;;1217;0;0;3;88;72;3
17;6;2007;2007m6;11,1;4;1;Rio de Janeiro;3304557;Capital;0;0;0;4;39;1;2;44;0;0;5;0;21;14;73;16;0;0;19;1;;25;17;;141;0;0;0;11;53;42;16;20;5;2;17;23;;;8;;;646;0;0;2;108;21;3
18;6;2007;2007m6;3,5;6;1;Rio de Janeiro;3304557;Capital;4;0;0;0;28;1;2;24;0;0;5;0;19;1;72;9;0;0;27;0;;20;35;;143;0;1;0;13;3;17;0;27;1;1;4;9;;;0;;;522;0;0;5;108;19;3
19;6;2007;2007m6;40,4;6;1;Rio de Janeiro;3304557;Capital;0;0;0;5;24;1;0;28;2;0;10;2;51;7;94;9;0;0;19;0;;54;23;;221;0;0;0;49;3;37;4;31;2;1;11;17;;;0;;;754;0;0;1;122;51;3
20;6;2007;2007m6;11,2;6;1;Rio de Janeiro;3304557;Capital;1;0;0;2;34;1;1;14;1;0;4;0;89;9;108;8;0;0;10;0;;41;35;;137;0;0;0;27;0;45;7;23;0;0;3;5;;;2;;;687;0;0;1;126;89;3
21;6;2007;2007m6;14,8;22;1;Rio de Janeiro;3304557;Capital;8;0;0;9;65;2;6;76;0;0;6;2;93;12;155;41;0;0;20;0;;55;24;;195;0;0;1;32;63;88;21;48;9;4;26;26;;;5;;;1167;0;0;12;216;93;3
22;6;2007;2007m6;16,2;16;1;Rio de Janeiro;3304557;Capital;4;0;0;5;55;0;1;45;0;0;9;3;54;15;107;19;0;0;10;0;;14;34;;132;0;0;0;20;10;29;9;23;3;8;25;34;;;4;;;693;0;0;12;136;54;3
23;6;2007;2007m6;4,7;3;1;Rio de Janeiro;3304557;Capital;3;0;0;0;22;1;3;30;0;0;5;0;61;6;118;9;0;0;26;0;;20;27;;162;0;0;0;35;5;76;7;23;2;0;4;18;;;0;;;771;0;0;3;153;61;3
24;6;2007;2007m6;7,4;3;1;Rio de Janeiro;3304557;Capital;4;0;0;1;24;0;2;20;0;0;5;0;35;5;55;6;0;0;6;0;;12;9;;56;0;0;0;11;2;29;12;30;5;1;5;2;;;0;;;372;0;0;5;67;35;3
25;6;2007;2007m6;8,2;3;1;Rio de Janeiro;3304557;Capital;5;0;0;2;32;6;1;14;0;0;7;0;59;12;70;13;0;0;7;0;;29;11;;55;0;0;0;11;14;75;2;31;10;0;15;5;;;0;;;503;0;0;5;90;59;3
26;6;2007;2007m6;10;3;1;Rio de Janeiro;3304557;Capital;2;0;0;12;31;1;0;22;0;0;6;1;32;11;79;6;0;0;3;0;;16;32;;51;0;1;0;7;8;26;4;18;1;4;14;11;;;0;;;398;0;0;6;88;32;3
27;6;2007;2007m6;14,1;9;2;Rio de Janeiro;3304557;Capital;7;0;0;2;50;0;3;28;1;0;7;0;112;9;122;10;0;0;13;0;;29;70;;105;0;2;0;26;4;44;2;73;5;2;11;0;;;0;;;887;0;0;9;145;112;3
28;6;2007;2007m6;18,9;9;2;Rio de Janeiro;3304557;Capital;2;0;0;5;37;4;3;33;0;0;5;1;29;2;75;23;0;0;9;1;;22;13;;80;0;0;0;14;2;14;12;30;6;4;7;12;;;0;;;487;0;0;6;107;29;3
29;6;2007;2007m6;8,8;9;2;Rio de Janeiro;3304557;Capital;13;0;0;0;67;2;0;31;1;0;4;1;45;5;92;41;0;0;9;0;;22;18;;168;0;0;0;36;4;26;0;49;4;2;12;0;;;0;;;774;0;0;15;142;45;3
30;6;2007;2007m6;9;9;2;Rio de Janeiro;3304557;Capital;3;0;0;2;49;1;1;24;0;0;1;0;27;3;83;11;0;0;12;0;;9;16;;71;0;2;0;14;3;20;6;48;6;0;2;4;;;3;;;473;0;0;3;106;27;3
31;6;2007;2007m6;14,2;14;2;Rio de Janeiro;3304557;Capital;3;0;0;3;37;2;0;14;0;0;4;0;56;9;51;3;0;0;3;0;;5;5;;21;0;0;0;0;1;4;2;19;3;2;4;0;;;0;;;264;0;0;5;57;56;3
32;6;2007;2007m6;98,3;18;2;Rio de Janeiro;3304557;Capital;9;0;1;7;110;3;6;78;0;0;4;2;28;5;72;21;0;0;10;0;;33;26;;175;0;0;0;30;12;36;8;92;7;1;11;23;;;7;;;846;0;0;11;103;28;3
33;6;2007;2007m6;54,6;14;2;Rio de Janeiro;3304557;Capital;9;0;0;6;76;3;3;64;0;0;9;1;78;2;109;15;0;0;14;0;;36;37;;91;0;0;0;14;2;41;3;62;3;1;4;10;;;0;;;717;0;0;10;138;78;3
34;6;2007;2007m6;67,8;14;2;Rio de Janeiro;3304557;Capital;11;0;0;10;117;5;5;49;4;0;7;1;143;21;157;26;0;1;6;0;;40;40;;168;0;0;0;29;18;104;19;63;9;9;23;26;;;1;;;1173;0;0;20;189;143;3
35;6;2007;2007m6;153,5;39;2;Rio de Janeiro;3304557;Capital;18;0;0;13;212;8;7;167;2;0;6;4;100;2;128;49;0;0;11;0;;31;76;;330;0;2;0;42;12;90;43;215;12;2;18;14;;;2;;;1680;0;0;20;188;100;3
36;6;2007;2007m6;152,5;27;2;Rio de Janeiro;3304557;Capital;22;0;0;8;120;12;3;75;0;0;3;0;13;3;40;20;0;0;3;0;;8;24;;100;0;2;0;21;8;37;15;115;19;0;12;19;;;0;;;713;0;0;22;63;13;3
37;6;2007;2007m6;41,4;17;1;Rio de Janeiro;3304557;Capital;1;0;1;6;51;0;0;45;1;0;4;3;44;1;68;12;0;0;8;1;;42;27;;165;0;2;0;29;8;26;19;51;6;7;16;9;;;0;;;705;0;0;9;88;44;3
38;6;2007;2007m6;15,8;16;1;Rio de Janeiro;3304557;Capital;4;0;2;5;87;4;0;59;3;0;5;1;105;13;102;6;0;0;3;0;;30;36;;95;0;1;0;25;6;50;4;54;15;4;15;8;;;2;;;764;0;0;10;111;105;3
39;6;2007;2007m6;15;9;2;Rio de Janeiro;3304557;Capital;7;2;0;7;54;4;1;20;1;0;3;0;91;25;102;19;0;0;11;0;;25;11;;63;0;1;0;1;5;58;9;45;11;7;14;0;;;0;;;688;0;0;16;132;91;3
40;6;2007;2007m6;7,7;9;2;Rio de Janeiro;3304557;Capital;3;0;0;6;24;1;1;20;0;0;9;0;51;25;106;14;0;0;13;0;;18;9;;53;0;1;0;6;5;45;2;15;4;1;3;15;;;1;;;466;0;0;4;133;51;3
41;6;2007;2007m6;18,8;18;2;Rio de Janeiro;3304557;Capital;3;0;0;0;50;1;1;57;0;0;10;0;48;1;70;8;0;0;13;0;;25;23;;102;0;0;0;14;0;15;5;53;1;0;2;5;;;0;;;564;0;0;3;91;48;3
43;6;2007;2007m6;155,2;39;2;Rio de Janeiro;3304557;Capital;3;0;0;2;38;4;1;37;1;0;0;0;5;0;7;4;0;0;1;0;;3;15;;52;0;0;0;4;1;10;0;46;2;0;4;9;;;1;;;240;0;0;3;12;5;3
44;6;2007;2007m6;9,7;3;1;Rio de Janeiro;3304557;Capital;4;0;0;14;27;1;1;42;2;0;4;0;105;16;73;18;0;0;7;0;;61;7;;65;0;0;0;6;6;52;7;16;1;1;7;15;;;3;;;566;0;0;5;98;105;3
48;6;2007;2007m6;283,8;24;3;Seropédica;3305554;Baixada Fluminense;4;0;0;2;23;1;1;11;0;0;0;0;4;2;1;1;0;0;1;0;;5;7;;61;0;0;0;3;7;2;1;38;1;0;7;0;;;0;;;206;0;0;4;3;4;3
50;6;2007;2007m6;274,3;24;3;Itaguaí;3302007;Baixada Fluminense;7;0;0;5;28;4;14;36;1;0;2;3;6;3;20;3;0;0;2;0;;9;28;;42;0;1;0;8;6;18;7;21;4;0;12;22;;;5;;;299;0;0;7;25;6;3
51;6;2007;2007m6;179,7;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;0;22;1;0;8;0;0;1;0;0;0;0;0;0;0;0;0;;0;6;;19;0;0;0;3;4;0;0;22;3;0;1;0;;;0;;;106;0;0;0;0;0;3
52;6;2007;2007m6;40,7;20;3;Nova Iguaçu;3303500;Baixada Fluminense;1;0;0;3;105;4;1;58;0;0;6;5;61;10;130;5;0;0;13;1;;24;71;;178;0;1;0;50;0;17;16;114;6;0;19;0;;;0;;;913;0;0;1;148;61;3
53;6;2007;2007m6;33,9;20;3;Mesquita;3302858;Baixada Fluminense;3;0;0;1;71;5;1;36;0;0;4;2;24;0;73;5;0;0;10;0;;15;8;;78;0;3;0;10;3;26;2;70;8;3;8;0;;;0;;;504;0;0;6;88;24;3
54;6;2007;2007m6;77,8;40;3;Belford Roxo;3300456;Baixada Fluminense;12;0;0;6;143;6;5;46;0;2;7;1;34;4;98;11;0;0;10;0;;18;29;;120;0;1;0;31;9;47;39;117;9;1;18;73;;;10;;;890;0;0;13;119;34;3
55;6;2007;2007m6;75,7;24;3;Queimados;3304144;Baixada Fluminense;5;0;0;3;82;2;0;22;0;1;2;0;10;0;21;1;0;0;2;0;;11;4;;84;0;1;0;13;2;1;2;57;8;0;3;0;;;0;;;358;0;0;5;24;10;3
56;6;2007;2007m6;117,2;20;3;Nova Iguaçu;3303500;Baixada Fluminense;13;0;0;1;58;2;6;24;3;0;1;1;28;0;23;2;0;0;2;1;;10;4;;41;0;0;0;3;5;14;3;34;4;4;18;14;;;1;;;302;0;0;17;27;28;3
57;6;2007;2007m6;18,6;20;3;Nilópolis;3303203;Baixada Fluminense;5;0;1;3;71;1;1;23;0;0;5;0;47;2;80;1;0;0;13;0;;17;19;;92;0;0;0;20;1;24;8;41;2;0;2;9;;;2;;;492;0;0;6;94;47;3
58;6;2007;2007m6;349,3;20;3;Nova Iguaçu;3303500;Baixada Fluminense;10;0;0;2;145;7;3;47;2;0;7;4;33;0;58;3;0;0;8;0;;5;15;;71;0;0;0;10;0;35;12;106;10;0;9;13;;;1;;;663;0;0;10;69;33;3
59;6;2007;2007m6;40,8;15;3;Duque de Caxias;3301702;Baixada Fluminense;16;0;2;0;207;10;6;88;1;0;9;2;88;12;253;46;0;0;37;0;;39;84;;253;0;0;0;68;4;83;20;167;17;9;33;0;;;0;;;1722;0;0;27;336;88;3
60;6;2007;2007m6;100,3;15;3;Duque de Caxias;3301702;Baixada Fluminense;13;0;1;0;58;2;7;48;0;0;2;1;29;1;40;17;0;0;3;0;;14;16;;74;0;1;0;6;8;38;0;37;4;4;16;0;;;0;;;512;0;0;18;60;29;3
61;6;2007;2007m6;256,4;15;3;Duque de Caxias;3301702;Baixada Fluminense;1;0;0;0;14;1;1;13;0;0;0;0;2;0;8;1;0;0;1;0;;0;0;;21;0;0;0;1;2;4;4;9;2;0;1;4;;;0;;;95;0;0;1;10;2;3
62;6;2007;2007m6;70,1;15;3;Duque de Caxias;3301702;Baixada Fluminense;10;0;0;6;26;4;4;21;0;0;1;4;17;5;30;9;0;0;2;0;;9;7;;24;0;0;0;1;17;12;2;18;4;4;48;62;;;22;;;290;0;0;14;41;17;3
63;6;2007;2007m6;81,9;24;3;Japeri;3302270;Baixada Fluminense;2;0;0;0;39;5;0;4;0;0;0;2;0;1;5;2;0;0;0;0;;1;1;;26;0;0;0;4;5;2;2;29;6;0;1;5;;;0;;;155;0;0;2;7;0;3
64;6;2007;2007m6;35,2;21;3;São João de Meriti;3305109;Baixada Fluminense;12;0;1;4;183;3;2;58;1;0;7;2;84;5;123;18;0;0;18;0;;46;42;;142;0;0;0;21;6;83;12;115;15;0;22;0;;;0;;;1049;0;0;13;159;84;3
65;6;2007;2007m6;579,8;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;6;1;0;1;51;1;0;27;0;0;3;1;6;6;8;0;0;0;0;0;;1;11;;70;0;0;0;6;5;9;6;35;0;0;12;0;;;0;;;301;0;0;7;8;6;3
66;6;2007;2007m6;169,4;34;3;Magé;3302502;Baixada Fluminense;6;0;0;2;64;2;0;25;1;0;0;0;7;0;15;0;0;0;2;0;;7;12;;45;0;0;0;2;3;3;9;23;7;1;13;5;;;0;;;259;0;0;7;17;7;3
71;6;2007;2007m6;575,9;35;4;"Itaboraí;Tanguá";9999983;Interior;9;0;0;4;63;5;5;37;1;0;5;2;23;4;52;23;0;0;5;0;;6;13;;114;0;0;0;13;12;15;9;78;4;0;6;16;;;0;;;552;0;0;9;80;23;3
72;6;2007;2007m6;67,3;7;4;São Gonçalo;3304904;Grande Niterói;7;0;0;2;95;2;5;43;0;0;9;1;33;8;91;10;0;1;8;1;;10;25;;93;0;1;0;29;4;24;6;117;6;1;5;0;;;0;;;726;0;0;8;109;33;3
73;6;2007;2007m6;17,1;7;4;São Gonçalo;3304904;Grande Niterói;2;0;0;3;51;2;4;39;2;0;2;1;22;2;60;17;0;0;5;0;;8;23;;73;0;0;0;6;5;24;18;61;2;2;5;12;;;0;;;477;0;0;4;82;22;3
74;6;2007;2007m6;56,5;7;4;São Gonçalo;3304904;Grande Niterói;9;0;1;5;86;3;1;39;0;0;4;2;43;6;181;20;0;0;17;0;;16;27;;197;0;1;0;16;9;33;13;86;4;2;18;31;;;10;;;874;0;0;12;218;43;3
75;6;2007;2007m6;106,9;7;4;São Gonçalo;3304904;Grande Niterói;5;0;0;1;28;0;5;21;0;0;3;0;12;0;11;16;0;0;3;0;;7;5;;37;0;0;0;4;3;19;4;44;3;0;4;0;;;0;;;283;0;0;5;30;12;3
76;6;2007;2007m6;9,4;12;4;Niterói;3303302;Grande Niterói;5;0;0;1;39;0;3;38;0;0;8;1;15;7;96;34;1;0;13;0;;24;25;;245;0;2;0;70;4;14;1;57;3;0;3;0;;;0;;;834;0;0;5;143;15;3
77;6;2007;2007m6;7,5;12;4;Niterói;3303302;Grande Niterói;1;0;0;1;39;1;1;28;2;0;7;1;16;0;54;12;0;0;18;0;;9;61;;130;0;1;0;15;3;10;10;26;4;0;2;11;;;1;;;507;0;0;1;84;16;3
78;6;2007;2007m6;18,9;12;4;Niterói;3303302;Grande Niterói;0;0;0;11;64;1;0;32;0;0;9;6;25;2;40;24;0;0;1;0;;11;21;;88;0;1;0;15;8;22;9;52;2;0;10;30;;;3;;;492;0;0;0;65;25;3
79;6;2007;2007m6;33;12;4;Niterói;3303302;Grande Niterói;4;0;1;5;47;0;0;26;0;0;4;5;14;0;21;5;0;0;3;0;;9;11;;51;0;0;0;3;0;0;2;32;2;0;0;1;;;0;;;241;0;0;5;29;14;3
81;6;2007;2007m6;64,6;12;4;Niterói;3303302;Grande Niterói;1;0;2;0;32;1;3;35;0;0;1;7;9;0;13;9;0;0;2;0;;6;11;;97;0;0;0;18;2;8;5;38;0;0;4;0;;;0;;;333;0;0;3;24;9;3
82;6;2007;2007m6;362,6;12;4;Maricá;3302700;Grande Niterói;5;0;0;3;43;1;5;24;0;0;1;4;5;0;4;3;0;0;0;0;;2;11;;77;0;1;0;13;3;13;7;32;3;0;7;10;;;4;;;295;0;0;5;7;5;3
88;6;2007;2007m6;579;10;5;Barra do Pirai;3300308;Interior;1;0;0;0;42;1;3;14;0;0;0;1;2;2;1;2;0;0;0;0;;1;4;;28;0;0;0;4;19;0;7;33;2;0;1;0;;;0;;;205;0;0;1;3;2;3
89;6;2007;2007m6;1095,2;37;5;Resende;3304201;Interior;1;0;1;5;57;1;3;31;1;0;6;0;6;0;11;0;0;0;1;0;;3;7;;104;0;1;0;0;8;8;6;43;4;0;8;25;;;2;;;337;0;0;2;12;6;3
90;6;2007;2007m6;547,2;28;5;Barra Mansa;3300407;Interior;4;0;0;4;34;2;2;14;0;0;6;2;3;3;7;0;0;0;0;0;;5;8;;62;0;0;0;3;13;9;14;43;2;0;14;8;;;0;;;299;0;0;4;7;3;3
91;6;2007;2007m6;1304,8;10;5;Valença;3306107;Interior;1;0;0;0;30;0;1;8;0;0;1;0;0;0;2;0;0;0;0;0;;0;2;;43;0;0;0;5;8;1;5;50;6;0;5;0;;;0;;;187;0;0;1;2;0;3
92;6;2007;2007m6;478,3;10;5;Rio das Flores;3304508;Interior;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;;1;0;0;0;1;0;0;3;1;2;0;5;1;;;0;;;15;0;0;0;0;0;3
93;6;2007;2007m6;182,5;28;5;Volta Redonda;3306305;Interior;8;0;0;3;77;4;4;54;1;0;12;3;3;2;22;0;0;0;0;0;;4;37;;135;0;1;0;22;21;10;16;75;4;0;20;21;;;3;;;576;0;0;8;22;3;3
94;6;2007;2007m6;505,4;10;5;Piraí;3304003;Interior;0;0;0;2;7;0;0;5;2;0;0;1;2;2;1;0;0;0;0;0;;1;0;;11;0;0;0;0;5;4;3;9;0;0;3;5;;;0;;;69;0;0;0;1;2;3
95;6;2007;2007m6;538,1;10;5;Vassouras;3306206;Interior;0;0;0;0;11;1;1;8;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;;24;0;0;0;5;1;1;1;34;1;0;5;0;;;0;;;120;0;0;0;1;0;3
96;6;2007;2007m6;608;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1;0;0;0;11;0;1;21;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;;32;0;0;0;2;4;1;3;6;0;0;6;8;;;1;;;86;0;0;1;1;0;3
97;6;2007;2007m6;97;10;5;Mendes;3302809;Interior;0;0;0;1;5;0;0;2;0;0;0;0;0;0;2;1;0;0;0;0;;0;0;;13;0;1;0;1;4;0;1;4;0;0;5;4;;;0;;;44;0;0;0;3;0;3
98;6;2007;2007m6;132,9;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;9;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;;13;0;0;0;0;2;0;0;8;0;0;0;0;;;0;;;37;0;0;0;0;0;3
99;6;2007;2007m6;245,1;37;5;Itatiaia;3302254;Interior;0;0;0;2;10;3;2;5;0;0;1;1;0;0;1;0;0;0;0;0;;1;1;;43;0;0;0;3;7;0;6;12;0;0;7;4;;;1;;;117;0;0;0;1;0;3
100;6;2007;2007m6;336,8;28;5;"Porto Real;Quatis";9999992;Interior;0;0;0;0;14;1;4;3;0;0;1;1;1;0;0;0;0;0;0;0;;0;2;;15;0;0;0;0;3;2;3;7;0;0;1;2;;;0;;;58;0;0;0;0;1;3
101;6;2007;2007m6;76,5;10;5;Pinheiral;3303955;Interior;0;0;0;0;5;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;;0;1;;11;0;0;0;1;3;0;0;5;0;0;1;5;;;1;;;40;0;0;0;1;0;3
104;6;2007;2007m6;220,4;30;7;São José do Vale do Rio Preto;3305158;Interior;0;0;0;0;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;0;2;;10;0;0;0;1;1;0;2;3;0;0;2;0;;;0;;;42;0;0;0;0;0;3
105;6;2007;2007m6;314,7;26;7;Petrópolis;3303906;Interior;3;0;0;2;54;10;2;25;0;0;1;0;2;1;19;3;0;0;4;0;;0;7;;127;0;0;0;22;8;2;13;34;3;1;2;17;;;2;;;417;0;0;4;26;2;3
106;6;2007;2007m6;481,1;26;7;Petrópolis;3303906;Interior;0;0;0;0;13;0;2;6;0;0;1;0;0;0;3;0;0;0;1;0;;2;3;;34;0;0;0;9;0;0;10;12;2;0;1;2;;;0;;;124;0;0;0;4;0;3
107;6;2007;2007m6;580,5;38;7;Paraíba do Sul;3303708;Interior;1;0;0;0;11;1;2;5;0;0;2;1;1;0;2;0;0;0;1;0;;0;2;;22;0;0;0;1;6;0;4;6;0;0;0;0;;;0;;;93;0;0;1;3;1;3
108;6;2007;2007m6;543,9;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;1;0;0;1;35;0;0;18;1;0;2;0;0;2;3;0;0;0;1;0;;2;6;;59;0;0;0;5;5;1;16;41;1;0;6;8;;;0;;;249;0;0;1;4;0;3
109;6;2007;2007m6;541,7;38;7;Sapucaia;3305406;Interior;2;0;0;0;5;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;;1;1;;5;0;0;0;1;1;2;0;2;1;0;0;0;;;0;;;41;0;0;2;0;1;3
110;6;2007;2007m6;770,6;30;7;Teresópolis;3305802;Interior;1;0;0;2;71;5;1;39;0;0;1;1;2;2;5;1;0;0;0;0;;1;18;;79;0;2;0;10;17;4;15;73;3;0;11;0;;;0;;;404;0;0;1;6;2;3
111;6;2007;2007m6;395,5;11;7;Sumidouro;3305703;Interior;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;;4;0;0;0;0;0;0;0;7;0;0;0;0;;;0;;;23;0;0;0;0;0;3
112;6;2007;2007m6;321,9;11;7;Carmo;3301207;Interior;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3;;7;0;0;0;0;1;4;4;12;0;0;2;5;;;0;;;51;0;0;0;0;0;3
118;6;2007;2007m6;638;25;4;Araruama;3300209;Interior;5;0;0;1;44;0;6;32;0;0;2;1;5;0;5;0;0;0;2;0;;5;9;;81;0;0;0;16;3;3;9;31;1;0;4;0;;;0;;;298;0;0;5;7;5;3
119;6;2007;2007m6;456,5;35;4;Rio Bonito;3304300;Interior;0;0;0;2;16;0;4;17;0;0;0;0;0;1;3;8;0;0;0;0;;1;8;;29;0;0;0;5;6;3;0;9;0;0;6;0;;;0;;;126;0;0;0;11;0;3
120;6;2007;2007m6;937,5;35;4;Silva Jardim;3305604;Interior;1;0;0;0;5;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;;2;0;;16;0;0;0;2;0;1;2;7;1;0;3;0;;;0;;;42;0;0;1;0;0;3
121;6;2007;2007m6;460,8;32;6;Casimiro de Abreu;3301306;Interior;0;0;0;0;16;0;1;25;2;0;1;0;0;3;2;0;0;0;0;0;;0;0;;16;0;0;0;2;6;2;2;12;1;0;2;6;;;0;;;90;0;0;0;2;0;3
122;6;2007;2007m6;347,3;32;6;Conceição de Macabú;3301405;Interior;0;0;0;1;11;7;0;2;0;0;0;0;0;0;2;0;0;0;0;0;;1;0;;13;0;0;0;3;1;2;4;14;0;3;6;1;;;0;;;69;0;0;3;2;0;3
123;6;2007;2007m6;2237,8;32;6;"Macaé;Quissamã;Carapebus";9999984;Interior;10;0;0;3;71;6;5;72;0;0;7;2;11;5;56;5;0;0;3;0;;6;28;;186;0;0;0;17;5;13;8;82;2;0;12;0;;;0;;;652;0;0;10;64;11;3
124;6;2007;2007m6;353,6;25;4;Saquarema;3305505;Interior;3;0;0;0;23;4;4;27;0;0;1;0;1;0;1;1;0;0;0;0;;2;3;;32;0;0;0;4;4;4;8;20;0;0;4;10;;;3;;;159;0;0;3;2;1;3
125;6;2007;2007m6;332,8;25;4;São Pedro da Aldeia;3305208;Interior;6;0;0;1;30;0;4;22;0;0;1;0;6;4;2;3;1;0;0;0;;0;2;;61;0;1;0;4;6;12;21;25;2;1;4;5;;;0;;;241;0;0;7;5;6;3
126;6;2007;2007m6;570,7;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;10;0;0;2;80;6;3;50;0;0;2;0;7;1;35;1;0;0;5;0;;8;19;;144;0;1;1;16;23;10;20;93;7;0;5;0;;;0;;;635;0;0;10;41;7;3
127;6;2007;2007m6;70,3;25;4;Armação dos Búzios;3300233;Interior;4;0;0;4;28;1;0;16;0;0;7;2;5;2;1;0;0;0;0;0;;3;8;;72;0;0;0;4;12;2;2;31;3;0;8;14;;;1;;;250;0;0;4;1;5;3
128;6;2007;2007m6;229;32;6;Rio das Ostras;3304524;Interior;4;0;0;0;33;4;2;50;0;0;0;0;3;0;18;1;0;0;1;0;;2;13;;103;0;0;0;24;4;2;2;43;4;0;5;0;;;0;;;355;0;0;4;20;3;3
129;6;2007;2007m6;51,9;25;4;Iguaba Grande;3301876;Interior;0;0;0;0;12;1;0;5;0;0;0;0;0;0;2;0;0;0;1;0;;0;1;;75;0;0;0;1;0;1;2;4;2;0;0;1;;;0;;;112;0;0;0;3;0;3
134;6;2007;2007m6;2665;8;6;Campos dos Goytacazes;3301009;Interior;4;0;0;6;98;7;6;114;0;0;6;3;7;4;38;4;0;0;3;0;;4;33;;226;0;1;0;15;12;10;14;76;8;0;12;41;;;5;;;767;0;0;4;45;7;3
135;6;2007;2007m6;431,3;36;6;Itaocara;3302106;Interior;0;0;0;0;17;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;;0;1;;9;0;0;0;3;1;0;5;3;0;0;0;3;;;2;;;78;0;0;0;0;1;3
136;6;2007;2007m6;698;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0;0;0;0;15;0;0;5;0;0;1;0;0;2;0;0;0;0;0;0;;0;1;;24;0;0;0;6;4;1;3;14;0;0;6;4;;;0;;;92;0;0;0;0;0;3
137;6;2007;2007m6;304,5;36;6;Miracema;3303005;Interior;2;0;0;0;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;12;0;0;0;0;3;0;7;6;0;0;4;5;;;0;;;62;0;0;2;0;0;3
138;6;2007;2007m6;250;29;6;Laje do Muriaé;3302304;Interior;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;2;0;0;0;0;1;0;0;3;0;0;0;1;;;0;;;20;0;0;0;0;0;3
139;6;2007;2007m6;302;29;6;Porciúncula;3304102;Interior;0;0;0;0;8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;6;0;0;0;2;4;1;3;7;0;0;3;1;;;0;;;50;0;0;0;0;0;3
140;6;2007;2007m6;576,8;29;6;"Natividade;Varre-Sai";9999997;Interior;0;0;0;1;7;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;2;;3;0;0;0;0;2;0;1;7;0;0;1;0;;;0;;;39;0;0;0;0;0;3
141;6;2007;2007m6;1031,6;8;6;São Fidélis;3304805;Interior;1;0;0;0;13;1;2;13;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;;18;0;0;0;2;6;0;1;12;0;0;8;5;;;3;;;80;0;0;1;1;0;3
